id_vecindario,polygonNumber,id_restaurante
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b38
55cb9c666c522cafdb053a29,0,55cba2476c522cafdb053b39
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b3a
55cb9c666c522cafdb053a32,1,55cba2476c522cafdb053b3b
55cb9c666c522cafdb053ad5,0,55cba2476c522cafdb053b3c
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053b3d
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b3e
55cb9c666c522cafdb053a52,0,55cba2476c522cafdb053b3f
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053b40
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b42
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053b43
55cb9c666c522cafdb053a57,0,55cba2476c522cafdb053b44
55cb9c666c522cafdb053ad5,0,55cba2476c522cafdb053b45
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053b46
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b47
55cb9c666c522cafdb053a60,0,55cba2476c522cafdb053b48
55cb9c666c522cafdb053ad7,0,55cba2476c522cafdb053b49
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053b4a
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053b4b
55cb9c666c522cafdb053a3c,0,55cba2476c522cafdb053b4c
55cb9c666c522cafdb053a5d,0,55cba2476c522cafdb053b4d
55cb9c666c522cafdb053a44,0,55cba2476c522cafdb053b4e
55cb9c666c522cafdb053a55,0,55cba2476c522cafdb053b4f
55cb9c666c522cafdb053a3b,0,55cba2476c522cafdb053b50
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b51
55cb9c666c522cafdb053a71,0,55cba2476c522cafdb053b52
55cb9c666c522cafdb053ab5,0,55cba2476c522cafdb053b53
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b54
55cb9c666c522cafdb053a71,0,55cba2476c522cafdb053b55
55cb9c666c522cafdb053ab6,0,55cba2476c522cafdb053b56
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053b57
55cb9c666c522cafdb053abc,0,55cba2476c522cafdb053b58
55cb9c666c522cafdb053a50,0,55cba2476c522cafdb053b59
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053b5a
55cb9c666c522cafdb053a45,0,55cba2476c522cafdb053b5b
55cb9c666c522cafdb053a4e,0,55cba2476c522cafdb053b5c
55cb9c666c522cafdb053a2f,0,55cba2476c522cafdb053b5d
55cb9c666c522cafdb053a4e,0,55cba2476c522cafdb053b5e
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053b5f
55cb9c666c522cafdb053aa8,0,55cba2476c522cafdb053b60
55cb9c666c522cafdb053a44,0,55cba2476c522cafdb053b61
55cb9c666c522cafdb053ac1,1,55cba2476c522cafdb053b62
55cb9c666c522cafdb053a84,0,55cba2476c522cafdb053b63
55cb9c666c522cafdb053a99,7,55cba2476c522cafdb053b64
55cb9c666c522cafdb053a21,0,55cba2476c522cafdb053b65
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053b66
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053b67
55cb9c666c522cafdb053ab2,0,55cba2476c522cafdb053b68
55cb9c666c522cafdb053a31,0,55cba2476c522cafdb053b69
55cb9c666c522cafdb053a74,7,55cba2476c522cafdb053b6a
55cb9c666c522cafdb053a93,0,55cba2476c522cafdb053b6b
55cb9c666c522cafdb053ac1,0,55cba2476c522cafdb053b6c
55cb9c666c522cafdb053a21,0,55cba2476c522cafdb053b6d
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b6e
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053b6f
55cb9c666c522cafdb053a62,0,55cba2476c522cafdb053b70
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053b71
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b72
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053b73
55cb9c666c522cafdb053a61,0,55cba2476c522cafdb053b74
55cb9c666c522cafdb053a5b,0,55cba2476c522cafdb053b75
55cb9c666c522cafdb053a62,0,55cba2476c522cafdb053b76
55cb9c666c522cafdb053a74,7,55cba2476c522cafdb053b77
55cb9c666c522cafdb053a62,0,55cba2476c522cafdb053b78
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b79
55cb9c666c522cafdb053ace,0,55cba2476c522cafdb053b7a
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053b7b
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053b7c
55cb9c666c522cafdb053a56,0,55cba2476c522cafdb053b7d
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053b7e
55cb9c666c522cafdb053ad7,0,55cba2476c522cafdb053b7f
55cb9c666c522cafdb053a87,0,55cba2476c522cafdb053b80
55cb9c666c522cafdb053ac6,0,55cba2476c522cafdb053b81
55cb9c666c522cafdb053aa8,0,55cba2476c522cafdb053b82
55cb9c666c522cafdb053a92,0,55cba2476c522cafdb053b83
55cb9c666c522cafdb053a31,0,55cba2476c522cafdb053b84
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b85
55cb9c666c522cafdb053a7b,0,55cba2476c522cafdb053b86
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053b87
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053b88
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053b89
55cb9c666c522cafdb053a55,0,55cba2476c522cafdb053b8a
55cb9c666c522cafdb053a81,0,55cba2476c522cafdb053b8b
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053b8c
55cb9c666c522cafdb053ac3,2,55cba2476c522cafdb053b8d
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053b8e
55cb9c666c522cafdb053a42,0,55cba2476c522cafdb053b8f
55cb9c666c522cafdb053a6e,0,55cba2476c522cafdb053b90
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053b91
55cb9c666c522cafdb053a6f,0,55cba2476c522cafdb053b92
55cb9c666c522cafdb053aa0,0,55cba2476c522cafdb053b93
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053b94
55cb9c666c522cafdb053aad,0,55cba2476c522cafdb053b95
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053b96
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b97
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053b98
55cb9c666c522cafdb053a71,0,55cba2476c522cafdb053b99
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053b9a
55cb9c666c522cafdb053a94,0,55cba2476c522cafdb053b9b
55cb9c666c522cafdb053a4b,0,55cba2476c522cafdb053b9c
55cb9c666c522cafdb053a4b,0,55cba2476c522cafdb053b9d
55cb9c666c522cafdb053a99,7,55cba2476c522cafdb053b9e
55cb9c666c522cafdb053a94,0,55cba2476c522cafdb053b9f
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053ba0
55cb9c666c522cafdb053a50,0,55cba2476c522cafdb053ba1
55cb9c666c522cafdb053a6b,0,55cba2476c522cafdb053ba2
55cb9c666c522cafdb053a65,1,55cba2476c522cafdb053ba3
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053ba4
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053ba5
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053ba6
55cb9c666c522cafdb053a98,4,55cba2476c522cafdb053ba7
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053ba8
55cb9c666c522cafdb053ab2,0,55cba2476c522cafdb053ba9
55cb9c666c522cafdb053aac,0,55cba2476c522cafdb053baa
55cb9c666c522cafdb053abd,0,55cba2476c522cafdb053bab
55cb9c666c522cafdb053a29,0,55cba2476c522cafdb053bac
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053bad
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053bae
55cb9c666c522cafdb053a77,0,55cba2476c522cafdb053baf
55cb9c666c522cafdb053abd,0,55cba2476c522cafdb053bb0
55cb9c666c522cafdb053a76,0,55cba2476c522cafdb053bb1
55cb9c666c522cafdb053aca,0,55cba2476c522cafdb053bb2
55cb9c666c522cafdb053a4f,0,55cba2476c522cafdb053bb3
55cb9c666c522cafdb053ad0,18,55cba2476c522cafdb053bb4
55cb9c666c522cafdb053ad0,18,55cba2476c522cafdb053bb5
55cb9c666c522cafdb053ad0,18,55cba2476c522cafdb053bb6
55cb9c666c522cafdb053ad0,18,55cba2476c522cafdb053bb7
55cb9c666c522cafdb053ad0,18,55cba2476c522cafdb053bb8
55cb9c666c522cafdb053a57,0,55cba2476c522cafdb053bb9
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053bba
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053bbb
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053bbc
55cb9c666c522cafdb053a4b,0,55cba2476c522cafdb053bbd
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053bbe
55cb9c666c522cafdb053a6b,0,55cba2476c522cafdb053bbf
55cb9c666c522cafdb053a32,1,55cba2476c522cafdb053bc0
55cb9c666c522cafdb053a42,0,55cba2476c522cafdb053bc1
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053bc2
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053bc3
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053bc4
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053bc5
55cb9c666c522cafdb053a26,0,55cba2476c522cafdb053bc6
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053bc7
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053bc8
55cb9c666c522cafdb053a52,0,55cba2476c522cafdb053bc9
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053bcb
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053bcc
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053bcd
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053bce
55cb9c666c522cafdb053a8b,0,55cba2476c522cafdb053bcf
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053bd0
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053bd1
55cb9c666c522cafdb053a5c,0,55cba2476c522cafdb053bd2
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053bd3
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053bd4
55cb9c666c522cafdb053a61,0,55cba2476c522cafdb053bd6
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053bd7
55cb9c666c522cafdb053a85,0,55cba2476c522cafdb053bd8
55cb9c666c522cafdb053a86,0,55cba2476c522cafdb053bd9
55cb9c666c522cafdb053a32,1,55cba2476c522cafdb053bda
55cb9c666c522cafdb053a56,0,55cba2476c522cafdb053bdb
55cb9c666c522cafdb053aca,0,55cba2476c522cafdb053bdc
55cb9c666c522cafdb053a9f,0,55cba2476c522cafdb053bdd
55cb9c666c522cafdb053a63,5,55cba2476c522cafdb053bde
55cb9c666c522cafdb053a5a,0,55cba2476c522cafdb053bdf
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053be0
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053be1
55cb9c666c522cafdb053a34,1,55cba2476c522cafdb053be2
55cb9c666c522cafdb053abd,0,55cba2476c522cafdb053be3
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053be4
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053be5
55cb9c666c522cafdb053a7d,0,55cba2476c522cafdb053be6
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053be7
55cb9c666c522cafdb053a8b,0,55cba2476c522cafdb053be8
55cb9c666c522cafdb053acf,0,55cba2476c522cafdb053be9
55cb9c666c522cafdb053a74,7,55cba2476c522cafdb053bea
55cb9c666c522cafdb053a9b,0,55cba2476c522cafdb053beb
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053bec
55cb9c666c522cafdb053aa2,0,55cba2476c522cafdb053bed
55cb9c666c522cafdb053a63,5,55cba2476c522cafdb053bee
55cb9c666c522cafdb053aa3,0,55cba2476c522cafdb053bf0
55cb9c666c522cafdb053a64,0,55cba2476c522cafdb053bf1
55cb9c666c522cafdb053ac4,0,55cba2476c522cafdb053bf2
55cb9c666c522cafdb053ad8,0,55cba2476c522cafdb053bf3
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053bf4
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053bf5
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053bf6
55cb9c666c522cafdb053a1f,0,55cba2476c522cafdb053bf7
55cb9c666c522cafdb053acd,0,55cba2476c522cafdb053bf8
55cb9c666c522cafdb053ab3,0,55cba2476c522cafdb053bf9
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053bfa
55cb9c666c522cafdb053a74,7,55cba2476c522cafdb053bfb
55cb9c666c522cafdb053a6c,0,55cba2476c522cafdb053bfc
55cb9c666c522cafdb053a61,0,55cba2476c522cafdb053bfd
55cb9c666c522cafdb053ad5,0,55cba2476c522cafdb053bfe
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053bff
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c00
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c01
55cb9c666c522cafdb053aab,0,55cba2476c522cafdb053c02
55cb9c666c522cafdb053a5d,0,55cba2476c522cafdb053c03
55cb9c666c522cafdb053acc,0,55cba2476c522cafdb053c04
55cb9c666c522cafdb053a90,1,55cba2476c522cafdb053c05
55cb9c666c522cafdb053a4f,0,55cba2476c522cafdb053c06
55cb9c666c522cafdb053a5a,0,55cba2476c522cafdb053c07
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053c08
55cb9c666c522cafdb053a3b,0,55cba2476c522cafdb053c09
55cb9c666c522cafdb053a25,0,55cba2476c522cafdb053c0a
55cb9c666c522cafdb053ab1,0,55cba2476c522cafdb053c0b
55cb9c666c522cafdb053a5d,0,55cba2476c522cafdb053c0c
55cb9c666c522cafdb053ab5,0,55cba2476c522cafdb053c0d
55cb9c666c522cafdb053a8a,0,55cba2476c522cafdb053c0e
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053c0f
55cb9c666c522cafdb053a50,0,55cba2476c522cafdb053c10
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053c11
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053c12
55cb9c666c522cafdb053acd,0,55cba2476c522cafdb053c13
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c14
55cb9c666c522cafdb053ab4,0,55cba2476c522cafdb053c15
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c16
55cb9c666c522cafdb053aad,0,55cba2476c522cafdb053c17
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c18
55cb9c666c522cafdb053a9c,1,55cba2476c522cafdb053c19
55cb9c666c522cafdb053a2f,0,55cba2476c522cafdb053c1a
55cb9c666c522cafdb053a1f,0,55cba2476c522cafdb053c1b
55cb9c666c522cafdb053a32,1,55cba2476c522cafdb053c1c
55cb9c666c522cafdb053aa3,0,55cba2476c522cafdb053c1d
55cb9c666c522cafdb053a5a,0,55cba2476c522cafdb053c1e
55cb9c666c522cafdb053ad8,0,55cba2476c522cafdb053c1f
55cb9c666c522cafdb053a40,0,55cba2476c522cafdb053c20
55cb9c666c522cafdb053acd,0,55cba2476c522cafdb053c21
55cb9c666c522cafdb053a71,0,55cba2476c522cafdb053c22
55cb9c666c522cafdb053a5a,0,55cba2476c522cafdb053c23
55cb9c666c522cafdb053a1b,0,55cba2476c522cafdb053c24
55cb9c666c522cafdb053a71,0,55cba2476c522cafdb053c25
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c26
55cb9c666c522cafdb053ab4,0,55cba2476c522cafdb053c27
55cb9c666c522cafdb053a1d,0,55cba2476c522cafdb053c28
55cb9c666c522cafdb053a5f,5,55cba2476c522cafdb053c29
55cb9c666c522cafdb053a76,0,55cba2476c522cafdb053c2a
55cb9c666c522cafdb053a57,0,55cba2476c522cafdb053c2b
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c2c
55cb9c666c522cafdb053ab4,0,55cba2476c522cafdb053c2d
55cb9c666c522cafdb053a7f,0,55cba2476c522cafdb053c2e
55cb9c666c522cafdb053a57,0,55cba2476c522cafdb053c2f
55cb9c666c522cafdb053a22,0,55cba2476c522cafdb053c30
55cb9c666c522cafdb053a6e,0,55cba2476c522cafdb053c31
55cb9c666c522cafdb053ac3,2,55cba2476c522cafdb053c32
55cb9c666c522cafdb053aa3,0,55cba2476c522cafdb053c33
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c34
55cb9c666c522cafdb053ab5,0,55cba2476c522cafdb053c35
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053c36
55cb9c666c522cafdb053a95,0,55cba2476c522cafdb053c37
55cb9c666c522cafdb053aa3,0,55cba2476c522cafdb053c38
55cb9c666c522cafdb053a3b,0,55cba2476c522cafdb053c39
55cb9c666c522cafdb053a50,0,55cba2476c522cafdb053c3a
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c3b
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053c3c
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c3d
55cb9c666c522cafdb053a85,0,55cba2476c522cafdb053c3e
55cb9c666c522cafdb053a49,0,55cba2476c522cafdb053c3f
55cb9c666c522cafdb053ab0,0,55cba2476c522cafdb053c40
55cb9c666c522cafdb053aa5,1,55cba2476c522cafdb053c41
55cb9c666c522cafdb053a79,0,55cba2476c522cafdb053c42
55cb9c666c522cafdb053a38,0,55cba2476c522cafdb053c43
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c44
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c45
55cb9c666c522cafdb053a6e,0,55cba2476c522cafdb053c46
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c47
55cb9c666c522cafdb053ab5,0,55cba2476c522cafdb053c48
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c49
55cb9c666c522cafdb053a26,0,55cba2476c522cafdb053c4a
55cb9c666c522cafdb053ace,0,55cba2476c522cafdb053c4b
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c4c
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053c4d
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c4e
55cb9c666c522cafdb053a6e,0,55cba2476c522cafdb053c4f
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c50
55cb9c666c522cafdb053a97,1,55cba2476c522cafdb053c51
55cb9c666c522cafdb053a3b,0,55cba2476c522cafdb053c52
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c53
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c54
55cb9c666c522cafdb053a1f,0,55cba2476c522cafdb053c55
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c56
55cb9c666c522cafdb053abd,0,55cba2476c522cafdb053c57
55cb9c666c522cafdb053a61,0,55cba2476c522cafdb053c58
55cb9c666c522cafdb053a6e,0,55cba2476c522cafdb053c59
55cb9c666c522cafdb053aae,0,55cba2476c522cafdb053c5a
55cb9c666c522cafdb053a31,0,55cba2476c522cafdb053c5b
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c5c
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c5d
55cb9c666c522cafdb053a63,5,55cba2476c522cafdb053c5e
55cb9c666c522cafdb053a32,1,55cba2476c522cafdb053c5f
55cb9c666c522cafdb053a63,2,55cba2476c522cafdb053c60
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053c61
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c62
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c63
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c64
55cb9c666c522cafdb053a7f,0,55cba2476c522cafdb053c65
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053c66
55cb9c666c522cafdb053a5c,0,55cba2476c522cafdb053c67
55cb9c666c522cafdb053ace,0,55cba2476c522cafdb053c68
55cb9c666c522cafdb053a9d,2,55cba2476c522cafdb053c69
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c6a
55cb9c666c522cafdb053aa8,0,55cba2476c522cafdb053c6b
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053c6c
55cb9c666c522cafdb053a78,0,55cba2476c522cafdb053c6d
55cb9c666c522cafdb053a71,0,55cba2476c522cafdb053c6e
55cb9c666c522cafdb053a5d,0,55cba2476c522cafdb053c6f
55cb9c666c522cafdb053a7b,0,55cba2476c522cafdb053c70
55cb9c666c522cafdb053a98,4,55cba2476c522cafdb053c71
55cb9c666c522cafdb053a77,0,55cba2476c522cafdb053c72
55cb9c666c522cafdb053a50,0,55cba2476c522cafdb053c73
55cb9c666c522cafdb053a33,0,55cba2476c522cafdb053c74
55cb9c666c522cafdb053a96,0,55cba2476c522cafdb053c75
55cb9c666c522cafdb053a32,1,55cba2476c522cafdb053c76
55cb9c666c522cafdb053a8c,0,55cba2476c522cafdb053c77
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c78
55cb9c666c522cafdb053a83,0,55cba2476c522cafdb053c79
55cb9c666c522cafdb053a4c,0,55cba2476c522cafdb053c7a
55cb9c666c522cafdb053a4a,0,55cba2476c522cafdb053c7b
55cb9c666c522cafdb053a55,0,55cba2476c522cafdb053c7c
